pmid,source,projects_for_source,source_found,source_status,reason,journal_or_container,source_primary_path,article_path,tables_path_or_glob,table_files,title,table_count,coord_table_count,supplement_cue_count,incomplete_cue_count,html_path_count,incomplete_cues,evidence_signals,evidence_snippet
18985118,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/18985118.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/18985118.html,,,Social groups that elicit disgust are differentially processed in mPFC,0,0,0,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:10|example_link:45/T1.expansion.html,"= 2, y = 56, z = 12. ( c ) Coronal slice showing both the more dorsal (blue) and more ventral (green) mPFC activations. View this table: In this window In a new window Table 1 Regions of brain activity associated with task main effect contrast Follow-up s"
18985119,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/18985119.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/18985119.html,,,Social interaction modifies neural response to gaze shifts,0,0,0,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:10|example_link:52/T1.expansion.html,tal gyrus and parts of the posterior horizontal segment of the STS. (See Table 1 a for full details of activated loci.) View this table: In this window In a new window Table 1 Regions activated by incorrect gaze shifts and gaze shifts made by the unsocial
19015088,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/19015088.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/19015088.html,,,Mapping social target detection with functional magnetic resonance imaging,0,0,1,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:11|example_link:59/T1.expansion.html,"were not included in analyses; thus, the final analysis included three shape target runs and three face target runs. 1 View this table: In this window In a new window Table 1 Stimulus exemplars from the target detection oddball task Immediately prior to"
19107465,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/19107465.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/19107465.html,,,24-hr smoking abstinence potentiates fMRI-BOLD activation to smoking cues in cerebral cortex and dorsal striatum - PMC,3,3,3,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:31,"Side Brain Area BA Cluster Size (mm 3 ) x,y,z T max Smoke > Control - Abstinent Condition Parietal Cortex/Posterior Cingulate L Precuneus 7 424 -10, -60, 18 5.64 L/R Posterior Cingulate 31 1600 -6, -34, 34 5.46 L Precuneus 7 192 -14, -56, 70 4.67 R Superior Parietal Lobule 7 464 20, -62, 46 4.48 L/R Precuneus 7 464 0, -46, 56 4.31 Striatum L Intern"
19136216,ace_html,projects/social/v3-search-all_pmids,True,found,unknown,Manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/19136216.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/19136216.html,,,Amygdala activity to fear and anger in healthy young males is associated with testosterone - ScienceDirect,0,0,0,0,1,,no_coord_table_detected|no_supplement_cues_detected,Amygdala activity to fear and anger in healthy young males is associated with testosterone - ScienceDirect Amygdala activity to fear and anger in healthy young males is associated with testosterone - ScienceDirect Skip to main content Skip to article ScienceDirect Journals & Books Help Search My account The University of Texas at Austin View PDF Do
19199417,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,Journal of cognitive neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/19199417.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of cognitive neuroscience/19199417.html,,,How Do We Empathize with Someone Who Is Not Like Us? A Functional Magnetic Resonance Imaging Study | Journal of Cognitive Neuroscience | MIT Press,2,2,1,0,2,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:0|max_triplets_in_table:46,"Cluster Size k . t . x . y . z . Anatomical Location and Area . Frontal and Insular Cortex 264 8.32 16 16 60 dorsomedial PFC X 4.97 4 14 62 SMA (area 6) X 4.75 6 22 48 dorsomedial PFC 1007 7.84 60 12 18 vPMC, pars opercularis (area 44) X 7.00 58 20 22 vPMC, pars triangularis (area 45) X 6.70 54 12 30 vPMC, pars opercularis (area 44) 309 5.29 -48 6 "
19304843,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/19304843.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/19304843.html,,,What motivates repayment? Neural correlates of reciprocity in the Trust Game,0,0,1,0,1,,table_expansion_links:1|table_external_links:0|table_placeholders:7|example_link:294/T1.expansion.html,"ess frequently chosen alternative, regardless of whether the less frequent alternative was to reciprocate or to defect. View this table: In this window In a new window Table 1 Brain regions revealed by whole brain contrasts and regressions analysis View l"
19420266,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/19420266.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/19420266.html,,,Dopaminergic Response to Drug Words in Cocaine Addiction - PMC,2,1,1,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:10,Region of activation and variable Laterality Talairach coordinates Voxels t -stat a x y z Cocaine-addicted individuals Drug > neutral words Mesencephalon (substantia nigra) R 6 -12 -9 39 4.1 * Mesencephalon (substantia nigra) L -6 -15 -12 3.4 * Group by word interaction Mesencephalon (substantia nigra) R 3 -15 -12 21 3.3 * Correlations with word fl
19538748,pubget,projects/vbm_of_ptsd/v1,True,found,supplement_only_or_referenced,pubget_data,/home/zorro/repos/autonima-results/projects/vbm_of_ptsd/v1/retrieval/pubget_data/articles/97e/pmcid_2704184/article.xml,/home/zorro/repos/autonima-results/projects/vbm_of_ptsd/v1/retrieval/pubget_data/articles/97e/pmcid_2704184/article.xml,/home/zorro/repos/autonima-results/projects/vbm_of_ptsd/v1/retrieval/pubget_data/articles/97e/pmcid_2704184/tables/tables.xml,/home/zorro/repos/autonima-results/projects/vbm_of_ptsd/v1/retrieval/pubget_data/articles/97e/pmcid_2704184/tables/tables.xml,Insular cortex involvement in declarative memory deficits in patients with post-traumatic stress disorder,0,0,2,0,0,,supplement_cue:supplement|supplement_cue:supplementary,a><meta-name>pmc-prop-has-pdf</meta-name><meta-value>yes</meta-value></custom-meta><custom-meta><meta-name>pmc-prop-has-supplement</meta-name><meta-value>yes</meta-value></custom-meta><custom-meta><meta-name>pmc-prop-pdf-only</meta-name><meta-value>n
19587274,ace_html,projects/decision_making/v2,False,missing,,,/home/zorro/repos/autonima-results/projects/decision_making/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/19587274.html,,,,,0,0,0,0,1,,html_missing,
19794316,ace_html,projects/vbm_of_ptsd/v1,True,found,tables_present_no_coordinate_content,manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/19794316.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/manual/19794316.html,,,NeuroReport,1,0,0,0,1,,table_count:1|no_coord_table_detected,NeuroReport NeuroReport Log in or Register Subscribe to journal Subscribe Get new issue alerts Get alerts Submit your manuscript Subscribe to eTOC Secondary Logo Enter your Email address: Privacy Policy Journal Logo Articles Articles Advanced Search Toggle navigation Subscribe Register Login Browsing History Articles & Issues Current Issue Previous
19812332,ace_html,projects/decision_making/v2,True,found,tables_present_no_coordinate_content,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/19812332.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/19812332.html,,,"Neural Correlates of Value, Risk, and Risk Aversion Contributing to Decision Making under Risk - PMC",1,0,1,0,1,,table_count:1|no_coord_table_detected,"Neural Correlates of Value, Risk, and Risk Aversion Contributing to Decision Making under Risk - PMC Neural Correlates of Value, Risk, and Risk Aversion Contributing to Decision Making under Risk - PMC Skip to main content An official website of the United States government Here's how you know Here's how you know Official websites use .gov A .gov w"
19907419,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/19907419.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/19907419.html,,,Neural Substrates of Alcohol-Induced Smoking Urge in Heavy Drinking Nondaily Smokers - PMC,1,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:43,"ANOVA Post hoc t -test MNI Coordinates Main effect Direction Region Laterality Cluster size (mm 3 ) Z score ( x , y , z ) Session PBO>ALC Middle occipital gyrus R 10 040 5.40 46 -82 0 L 504 3.60 -28 -92 6 L 144 3.50 -38 -72 18 Cuneus L 304 4.64 -24 -100 26 R 720 3.87 20 -94 32 R 408 3.85 14 -104 18 R 1232 3.68 2 -92 6 R 392 3.61 4 -72 12 Precuneus "
19968401,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Experimental and clinical psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Experimental and clinical psychopharmacology/19968401.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Experimental and clinical psychopharmacology/19968401.html,,,Brain fMRI Responses to Smoking-Related Images Prior to and During Extended Smoking Abstinence - PMC,3,3,1,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:78,"Smoking-Related > Neutral Images Brodmann Area Talairach Coordinates t Voxels Brain Area x y z Frontal Cortex Medial Frontal G. 8, 9,10 -18 35 43 5.8 7606 6 0 -10 64 4.8 336 6 6 32 56 4.2 75 Superior Frontal G. 6 -27 -1 64 4.1 44 Cingulate Anterior 32 9 20 31 4.6 79 Posterior 31 18 -37 40 4.6 506 29, 30, 31 3 -46 19 4.5 963 31 0 -16 34 5.6 1521 Tem"
20032238,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Journal of neurophysiology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of neurophysiology/20032238.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Journal of neurophysiology/20032238.html,,,Neural Representation of Subjective Value Under Risk and Ambiguity | Journal of Neurophysiology | American Physiological Society,1,1,1,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:7,"Contrast Region Coordinates Volume, mm 3 t P x y z SV under ambiguity Striatum 0 11 8 559 4.76 <0.0005 MPFC 1 40 13 7208 5.67 <0.00005 PCC -6 -51 14 7723 6.16 <0.00001 Left amygdala -18 -5 -10 839 5.62 <0.00005 STS 54 -5 -9 826 4.61 <0.0005 SV under risk Striatum -1 10 6 817 3.88 <0.005 MPFC -4 48 17 5670 3.99 <0.001"
20032247,ace_html,projects/decision_making/v2,False,missing,,,/home/zorro/repos/autonima-results/projects/decision_making/ace_outputs/html/Journal of neurophysiology/20032247.html,,,,,0,0,0,0,1,,html_missing,
20071521,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/20071521.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/20071521.html,,,Value Computations in Ventral Medial Prefrontal Cortex during Charitable Decision Making Incorporate Input from Regions Involved in Social Cognition | Journal of Neuroscience,0,0,7,0,1,,supplement_cue:supplemental|supplement_cue:Table S6|supplement_cue:Table S4|supplement_cue:Table S5|supplement_cue:Table S1,"logy (Pasadena, CA) approved the study. Stimuli and task. Seventy-five charitable organizations were used in the study (supplemental Table S6, available at www.jneurosci.org as supplemental material). Before entering the scanner, subjects completed two"
20172508,elsevier_output,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/20172508/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/20172508/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/20172508/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/20172508/tables/01_tbl1.csv,Brain Reactivity to Smoking Cues Prior to Smoking Cessation Predicts Ability to Maintain Tobacco Abstinence,1,0,7,0,0,,table_count:1|coord_keywords:0|triplets:0|no_coord_table_detected,"<full-text-retrieval-response xmlns=""http://www.elsevier.com/xml/svapi/article/dtd"" xmlns:bk=""http://www.elsevier.com/xml/bk/dtd"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:sa=""http://www"
20188198,ace_html,projects/decision_making/v2,True,found,supplement_only_or_referenced,Manual,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/20188198.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Manual/20188198.html,,,Adolescent risky decision-making: Neurocognitive development of reward and control regions - ScienceDirect,0,0,3,0,1,,supplement_cue:Appendix|supplement_cue:Supplementary|supplement_cue:supplemental,ad full issue Search ScienceDirect Outline Abstract Materials and methods Results Discussion Conclusion Acknowledgments Appendix A. Supplementary data References Show full outline Cited by (388) Figures (4) Extras (6) Download all Supplementary Tab
20331560,ace_html,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/20331560.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/20331560.html,,,Severity of dependence modulates smokers' neuronal cue reactivity and cigarette craving elicited by tobacco advertisement - Vollstädt‐Klein - 2011 - Addiction Biology - Wiley Online Library,1,0,4,0,1,,table_count:1|no_coord_table_detected,Severity of dependence modulates smokers' neuronal cue reactivity and cigarette craving elicited by tobacco advertisement - Vollstädt‐Klein - 2011 - Addiction Biology - Wiley Online Library Severity of dependence modulates smokers' neuronal cue reactivity and cigarette craving elicited by tobacco advertisement - Vollstädt‐Klein - 2011 - Addiction B
